Nom de la gare;Code UIC;Total Voyageurs + Non voyageurs 2022;Total Voyageurs + Non voyageurs 2021;Total Voyageurs + Non voyageurs 2020;Total Voyageurs + Non voyageurs 2019
Templeuve;286625;742065;602686;564941;923317
Thenissey;713099;3923;2697;3006;5014
Théoule-sur-Mer;757583;19850;17608;12268;14349
Thiviers;595124;144882;122665;94638;136739
Thourotte;276741;47726;37603;29235;45937
Torfou-Tiffauges;481291;0;0;0;0
Touët-de-l'Escarène;756817;3462;2339;2130;3107
Toulon;755009;6252750;5165806;3555450;5166915
Trémolat;584474;4335;3034;2828;1260
Tulle;594499;196992;155498;113261;167909
Tullins Fures;761759;498005;397347;304716;497708
Turckheim;182352;41049;28166;28530;47400
Turenne;594556;791;728;297;324
Urçay - La Perche;576348;885;925;1943;3024
Urt;672386;6270;5254;3384;5912
Val-de-Vesle;171611;21301;15746;12758;12017
Valdieu;181081;0;0;0;0
Valenciennes;343004;3594657;2847858;2542811;4151148
Vallorcine;746875;23648;10531;7531;12214
Vandières;192476;11202;8806;6261;8932
Vannes;476606;2524162;1890914;1360233;1999891
Varangéville - Saint-Nicolas;141101;435236;353705;289893;378727
Vaucresson;382267;1723886;1581017;937830;1785206
Vauxaillon;297283;7747;7189;6962;8201
Vaux-sous-Aubigny;142620;0;0;0;0
Vayrac;594739;118;8;56;7
Veauche - Saint-Galmier;726208;72299;59643;54825;91984
Veigné;571414;9969;9318;8435;10360
Véretz - Montlouis;574434;45202;26451;17619;28212
Vermenton;683664;9893;5933;4665;6541
Verneuil-sur-Serre;297119;6503;5281;3813;3396
Verneuil-sur-Vienne;592675;0;0;1;0
Vernouillet - Verneuil;386656;2641905;2116733;1192386;2651189
Verzeille;615138;679;532;221;189
Viaduc Sainte-Marie;746735;1186;996;536;1226
Vias;781260;12291;9940;6242;6904
Vieilleville;597633;2430;1403;1677;3417
Vierzon Forges;576090;3307;2773;1644;1940
Villabé;681619;169143;157742;82639;204775
Villars-les-Dombes;723759;568015;448948;388177;593658
Villefranche-de-Lauragais;615013;329487;282489;230499;282591
Villefranche-du-Périgord;595892;324;732;1895;3251
Villefranche-sur-Saône;721332;2784888;2044474;1657155;2561376
Villenave-d'Ornon;581835;12404;12126;7072;10500
Villeneuve-le-Roi;545277;1302024;1091400;803594;1576299
Villeneuve-sur-Yonne;683219;69430;46759;34580;53213
Villeperdue;575043;68668;43952;28288;45646
Villers sur Thère;316422;0;0;0;0
Vinay;761726;223775;190376;133599;212701
Vinça;784611;6137;3536;993;540
Vincelles;683631;4959;3358;2504;4584
Vire;448159;92269;57098;50430;80187
Viroflay Rive Droite;382887;2426142;2157680;999544;2698201
Viry-Châtillon;681312;2061155;2751658;1062829;2495409
Vosves;682500;30173;54599;12551;36530
Voyenne;297150;7538;8645;8592;8165
Walbourg;213405;38124;29430;24737;43834
Waligator Parc;191098;8555;6243;4923;7365
Wambaix;345595;170;0;2;4
Wavrin;286419;86620;69622;65234;123495
Willer-sur-Thur;182584;30849;28054;28158;33144
Wilwisheim;212175;49664;38081;30311;39515
Wimille - Wimereux;317123;37020;32514;30981;57719
Yffiniac;473116;29106;22024;19066;28784
Zetting;193649;11963;12777;17810;15244
Abancourt;313759;71517;51811;32396;42685
Aguilcourt - Variscourt;171702;13197;12294;10436;8796
Aiguillon;586693;133450;106764;89616;109094
Ailly-sur-Noye;313221;161212;144943;117411;138388
Aiserey;713636;33880;21511;19409;25004
Aix-en-Provence TGV;319012;5753533;4487146;3167797;5529463
Aixe-sur-Vienne;592667;15445;11887;8611;10016
Albert;313072;647989;520314;429083;584840
Alençon;444711;514458;388714;291213;500276
Alès;775288;640235;497091;384842;542284
Alet-les-Bains;615187;266;118;115;121
Allée de la Tour Rendez-Vous;113878;857918;687434;940572;630008
Alleyras;731885;1931;1447;949;1310
Amagne - Lucquy;172262;69618;48289;38365;52065
Amboise;574343;980523;661181;475329;737138
Amiens;313874;8114424;6391124;4991907;7244237
Anché - Voulon;575332;15283;10031;7457;9770
Ancy-sur-Moselle;192419;56877;49721;37560;50264
Andrézieux-Bouthéon;726406;28251;21399;20292;37934
Angoulême;583005;2586237;1784600;1307929;2148663
Arbois;718155;81446;66112;52302;52202
Arches;144410;85693;54228;40349;64056
Arleux;345421;29115;23159;22092;39865
Armentières;286146;1063466;838985;766939;992292
Arnèke;281121;152734;120236;108883;159773
Arpajon;545467;1425412;1295988;812586;1725668
Artenay;543058;94229;74019;60524;71415
Artix;672212;65223;45644;30597;42665
Arvant;734251;84627;35598;26500;51427
Assier;613075;12813;10281;7173;8883
Athis-Mons;545251;1391516;1064434;570450;1684717
Aubergenville Élisabethville;386730;1580464;1266548;988132;1900062
Aubiet;611764;12763;10844;7529;10418
Audruicq;281428;351259;290404;246811;312681
Audun-le-Roman;194357;5238;5934;4600;6265
Aumale;313767;3752;2173;865;951
Avenay;171579;31476;22380;17236;18793
Avenue Foch;381038;1015827;645324;634456;1229815
Avesnes-sur-Helpe;295733;178481;150465;139440;213490
Avignon TGV;318964;4727307;3550229;2447746;4653366
Avion;342584;54976;47150;45458;84499
Avrechy;313296;5413;3941;3772;5073
Azay-sur-Cher;574442;22517;13552;8865;13599
Baccarat;141416;166578;126362;108566;160508
Bagnols - Chadenet;783647;979;600;538;692
Bainville-sur-Madon;141531;84;6;2;60
Balagny Saint-Épin;313569;10349;7808;6145;10295
Ballan-Miré;571604;39095;25746;28881;44366
Bar-le-Duc;175042;528460;422143;349939;520730
Barsac;582759;17614;17115;14286;19071
Bazancourt;171462;373390;267616;216673;217529
Bazoches;171348;2725;2487;4467;5856
Beau Marais;317610;5302;5232;3180;2990
Beaulieu-sur-Mer;756379;657134;496104;412145;725090
Belfort - Montbéliard TGV;300822;796488;626536;474836;973412
Belleville-sur-Vie;486142;113138;71832;57289;85566
Bénesse-Maremne;673285;21700;16852;11675;13991
Bengy-sur-Craon;576447;25974;16544;17995;16781
Béning;193250;181350;136967;96755;162558
Berthelming;215335;17339;18806;15676;21267
Betton;471045;98453;60428;48846;69479
Bibliothèque François Mitterrand;328328;22986683;10119704;11758713;27828914
Bidarray Pont Noblia;673699;2804;3382;2001;2497
Biffontaine;144188;174;45;806;1175
Biganos Facture;582478;1222599;954079;731413;1064982
Bischwiller;213611;863105;752437;619176;820996
Bléré - La Croix;574475;259151;176794;127337;182004
Blesme - Haussignémont;174326;63;202;262;77
Boigneville;684407;29124;36843;17612;35444
Bois-d'Oingt - Légny;721787;32577;27078;23861;35206
Bois-le-Roi;682203;966054;927606;553575;1169555
Bolbec - Nointot;413351;2;0;0;3280
Bollwiller;182709;379230;290775;255288;373210
Bologne;142224;3117;2577;1999;3479
Bons-en-Chablais;745596;235374;168406;112950;131097
Bornel - Belle-Église;276717;360375;295802;262211;371797
Bouffémont - Moisselles;276485;1043644;981994;427733;1064575
Boussay - La Bruffière;481176;37644;21080;11096;13195
Boutigny-sur-Essonne;681478;144265;151469;91214;174695
Bouzonville;193177;18396;15501;12232;19477
Bram;615054;104957;85448;57267;77466
Brax - Léguevin;611822;228789;209987;185053;218747
Bressuire;487249;21956;21044;16133;23722
Breuil - Romain;171322;33261;25289;22209;19333
Breuillet Village;545491;564922;608705;344155;683921
Briançon;763607;216677;140580;124739;195851
Brimeux;317180;2929;1330;380;152
Brionne;415364;25360;18951;10420;13096
Brunémont;345439;3077;1600;1376;3148
Bruyères-sur-Oise;276451;111426;110345;52202;112059
Bugeat;592162;7024;5689;4761;7502
Buire-sur-l'Ancre;316067;2648;2579;2843;2990
Bussière-Galant;592741;18613;16465;12295;17746
Cagnes-sur-Mer;756320;1440207;1145585;933846;1679587
Cahors;613000;558317;441033;329807;414505
Calais;317263;1466429;1153956;946969;1248299
Campagnac - Saint-Geniez;783340;998;479;531;763
Cantin;345413;20021;19417;18436;46429
Cap-d'Ail;756395;131052;95563;74013;99635
Capvern;671156;7061;4907;3388;3638
Castelnau-d'Estrétefonds;611665;432570;330400;260427;286935
Caudrot;582841;9654;5966;5015;8034
Caudry;345561;161768;126324;102999;160222
Cavaillon;765503;270672;223127;155260;249198
Cenon;581595;1025571;728247;541773;843611
Cercy-la-Tour;696492;31960;21102;15351;28653
Cernay (Val-d'Oise);276063;2643784;2505968;1248094;2994643
Cesson;682161;1723793;1220134;826308;2087642
Chambourg-sur-Indre;571463;2486;1974;2154;8861
Chamonix Aiguille du Midi;462085;7921;9265;4729;5373
Champagne-sur-Seine;682450;428217;415355;237145;518423
Champtocé-sur-Loire;484352;59918;36433;23453;37933
Chantenay;481051;48932;34645;27555;45506
Charleville-Mézières;172007;1673429;1325721;1038116;1337743
Chartres;394007;4243113;3142870;2493354;3415025
Chasseneuil-du-Poitou;575225;18022;11727;8414;13325
Chasseneuil-sur-Bonnieure;583443;122;120;5765;17783
Châteaubriant;481648;46307;23874;17166;24437
Châteauneuf-sur-Cher;576298;16400;9878;7441;10472
Châtel - Nomexy;144071;203076;162065;131707;157888
Châtelaudren - Plouagat;473140;18476;12364;9087;11356
Châtellerault;575142;719421;555123;421608;614508
Chauny;296616;697356;620671;533188;604887
Chaux-des-Crotenay;715383;3102;1667;973;1721
Chaville Rive Droite;382333;2352461;1996585;849953;2409913
Chaville Rive Gauche;393207;769094;690862;504285;932646
Chessy;721761;22478;13961;10315;19161
Chevillon;175117;2628;2911;1822;1416
Chevilly;543041;74171;57261;42337;45655
Cinq-Mars-la-Pile;571836;183608;123458;81152;113762
Ciry-le-Noble;694646;7875;4523;3661;3715
Clères;411819;178672;139999;121898;173255
Clermont de l'Oise;313304;1217341;1004422;875850;1211075
Clermont La Rotonde;396895;8505;7528;8170;11686
Clermont-Ferrand;734004;5119077;4023735;3300079;4859541
Clisson;481440;1262803;897484;761509;1167645
Coat Guégan;473579;894;505;318;637
Collioure;784256;119244;85175;61975;101806
Colmar Saint-Joseph;181222;59776;60788;64908;76016
Colombes;381087;5836138;5496540;2242945;6156786
Colomiers;611467;306786;259320;227709;299622
Comines;286260;1056;1265;1058;2413
Conflans Fin d'Oise;381459;6673880;4522551;2651640;5226077
Conflans-Sainte-Honorine;381897;4070670;3693330;2347335;4834179
Cormeilles-en-Parisis;381863;3618254;3317416;1878474;3683266
Coron de Méricourt;345132;17698;14460;12501;33746
Coulommiers;116301;1167523;1077277;640283;1413685
Coutras;584516;532305;433527;342492;470413
Couze;584425;1;6;24;122
Couzon-au-Mont-d'Or;721241;69501;52265;35181;56195
Crêches-sur-Saône;725713;36515;27922;16541;27490
Croix - Wasquehal;286716;4628;3049;3694;7775
Cros de Cagnes;756338;300669;237032;171568;276822
Crouy-sur-Ourcq;116640;176703;167305;88925;204707
Cubzac-les-Ponts;491266;21808;14725;7684;10687
Dachstein;214551;117623;80022;67074;106254
Dammartin - Juilly - Saint-Mard;271536;955503;808825;323608;992824
Dardilly Le Jubin;721449;29672;32148;29694;38983
Dardilly Les Mouilles;721480;26156;23023;21457;23821
Delle;184440;31341;19250;17348;25996
Denain;343459;18097;18677;21192;36925
Dijon;713040;9569760;6569991;5606850;8581128
Dirinon;474015;13323;7630;4781;8153
Dives-sur-Mer Port Guillaume;337378;3223;2663;1567;2510
Dommartin - Remiencourt;316109;11559;10797;7769;8642
Donges;481721;21576;11894;7839;10787
Dordives;684233;44764;28222;19270;27353
Échirolles;725895;608632;428442;352252;572134
Écouflant;484113;0;0;0;0
Égly;545475;422514;399633;240867;511516
Eichhoffen;214239;11178;10149;8899;13322
Épernon;394114;1935744;1569715;1306905;1816714
Ermont Halte;276584;937689;857109;426707;1036432
Erstein;214148;714330;569852;499591;743201
Esbly;116327;1931719;1615645;1069700;2338728
Escalquens;611707;61053;53746;45517;57402
Étainhus - Saint-Romain;413328;55420;49644;42897;63166
Étaples - Le Touquet;317065;573330;425925;288781;418185
Étival-Clairefontaine;144642;58524;43525;35050;55177
Étréchy;545145;570676;560909;298309;690936
Felletin;597849;383;276;281;3208
Fenouillet - Saint-Alban;611962;25;14;14;22
Ferrières - Fontenay;684241;38200;29178;21354;36147
Feyzin;722538;141521;113830;88813;138477
Fismes;171330;303428;241610;210169;235537
Fontaine-le-Port;682427;34558;36204;17924;42287
Formerie;313833;15057;12409;9130;10336
Fors;485326;30274;30792;27613;28194
Freinville Sevran;113894;1929737;1546264;1905264;1191070
Fréjus - Saint-Raphael Autotrain;757518;0;1;30;7
Frouard;141077;68394;50077;33962;54606
Gallieni Cancéropôle;497461;53873;39986;35229;56259
Galuzot;694638;12675;12780;10972;7575
Gannat;732404;86791;68148;56161;91313
Gardanne;751420;405621;315885;242519;458027
Gare routière de Digne les Bains;751495;7026;3574;3886;11213
Génelard;694653;19122;13168;10405;13655
Générac;775791;1730;1016;580;801
Gisors;381244;984435;868298;549536;967490
Givors;722405;1084933;805337;639511;1026224
Gourland;473801;2554;2918;1651;865
Grandvillars;184432;11796;8079;7904;6894
Grasse;757724;416656;297050;185833;378596
Guimiliau;474296;909;381;807;2254
Haluchère Batignolles;590331;107739;80210;68259;116440
Heming Mairie;215145;379;148;84;339
Hoerdt;213686;275649;236286;199606;262474
Homécourt;191692;29272;22922;16708;30182
Hundling;193540;17112;25896;36599;38274
Hunspach;213454;3632;3802;2822;3353
Igney - Avricourt;215103;18434;14717;14494;21350
Igny;393561;375513;231674;175992;454785
Ingrandes sur Vienne;575134;5761;4682;4722;6006
Ingrandes-Le Fresne-sur-Loire;484360;78515;55226;37354;60098
Invalides;393033;9172483;4931817;4118025;11104701
Irigny Yvours;722249;41898;26690;24067;16431
Is-sur-Tille;713859;193153;86326;85318;171380
Issy-les-Moulineaux;393074;2023087;1635243;1030188;2449700
Jarnac;491472;42501;23390;22155;39286
Jassonneix;594085;1389;960;496;960
Jatxou;673632;0;0;0;20
Jaunay-Clan;575217;19025;15822;16113;26591
Javel;393066;2962430;2372151;1839261;3586477
Joncherey;700153;7473;4837;4860;3429
Joué-lès-Tours;571885;60999;44320;40648;59792
Koenigsmacker;191619;870;583;760;1359
La Bonneville-sur-Iton;387142;7219;5242;4318;5879
La Bouteille;297085;3410;2997;2878;3202
La Brohinière;471094;13220;8994;8610;12887
La Celle-Saint-Cloud;382432;2183744;1923942;761361;2090228
La Ciotat - Ceyreste;751784;631572;502932;384649;562210
La Clayette - Baudemont;694737;36569;30211;22176;26913
La Coquille;592501;17333;15210;10395;16363
La Ferté-Alais;681452;324970;330418;188972;393534
La Frayère;757740;98979;83335;45627;84814
La Garde;755306;243910;184235;107607;166866
La Jonchère-Saint-Maurice;592337;16469;14497;14282;12096
La Marche;691394;2320;2697;2403;1283
La Mothe-Achard;486423;80478;52342;38867;57654
La Norville - Saint-Germain-lès-Arpajon;545459;515437;387213;264282;624015
La Penne-sur-Huveaune;751743;68340;56921;46980;68514
La Plaine Stade de France - Saint-Denis - Aubervilliers;164798;13005557;9777230;6700974;15759876
La Possonnière;484337;154614;103126;74177;141439
La Rochelle Porte Dauphine;437798;75548;66235;54398;71943
La Souterraine;592378;216110;162211;130158;238442
La Tour-de-Salvagny;721548;207794;163158;130937;157983
La Tricherie;575183;25506;18020;17968;21736
La Verrière;393256;3416383;1913278;1785924;4138664
La Villette Saint-Prest;394171;91140;74462;68967;93032
Labège Innopole;612002;240396;190416;166842;240193
Labenne;673293;55399;37101;26661;40509
Labruguière;615526;8165;6922;4084;7055
Lacapelle-Viescamp;645150;130;87;18;51
Laillé;471144;20854;10217;10753;16302
Laissac;783761;52;80;504;1477
Laissey;718437;23183;18126;15728;16678
Lamarche;144303;776;352;456;505
Lamonzie-Saint-Martin;584243;1899;841;300;750
Lamure-sur-Azergues;721860;24648;20077;15377;25077
Lancerf;473850;964;539;367;446
Landas;286575;64993;49163;46040;63157
Landaul - Mendon;476226;37978;28079;21482;28627
Langon;582775;1071803;843150;666261;960440
Laroque-Timbaut;586412;1773;384;178;314
Lauterbourg;212464;26775;17697;15414;25742
Laval-de-Cère;594796;977;247;338;412
Lavaveix-les-Mines;597781;53;41;23;93
Lavilletertre;381202;16310;14420;8309;11988
Le Bourget;271395;18333290;16873408;10732512;17945579
Le Burg;594614;806;854;275;217
Le Coudray-Montceaux;681635;72182;57852;67053;87387
Le Grau-du-Roi;775866;136622;107133;127601;59262
Le Mée-sur-Seine;682179;1970800;2106785;1171656;2386412
Le Molay-Littry;444083;30875;20340;16827;21046
Le Pallet;481424;278713;205432;176704;261461
Le Plessis-Belleville;271551;909616;721612;473366;856336
Le Poirier Université;343210;105335;85785;92909;220564
Le Pont-de-Claix;747519;9227;7025;4685;9383
Le Raincy - Villemomble - Montfermeil;113472;6505496;5784022;4111461;9515448
Le Soler;784512;3870;2655;1320;17
Le Theil - La Rouge;396333;18634;15313;13117;20229
Le Thor;765453;42532;33501;23166;39760
Le Vauriat;641399;94;412;317;577
Le Vernet d'Ariège;611350;17163;10712;4596;9502
Leforest;345223;282934;236349;232915;338559
Lens;345025;2065143;1547810;1327286;2138178
Lérouville;175240;7063;5824;6658;8591
Les Bardys;592048;4902;3105;929;1653
Les Cabrils;781559;318;228;144;221
Les Deux Jumeaux;677104;40965;38983;23722;32774
Les Eyzies-de-Tayac-Sireuil;595736;18117;12349;10521;20871
Les Pavillons-sous-Bois;113852;1998918;1601698;2488926;1701182
Les Portes de Saint-Cyr T13;710921;0;0;0;0
Les Praz de Chamonix;746826;7797;5194;4392;5418
Les Quatre-Routes-du-Lot;594564;2856;2016;1101;1358
Les Salelles;783514;33;11;17;18
Lesquin;286849;176281;145250;128450;226251
L'Estaque;751602;114582;83389;45211;76570
Lezoux;734442;84425;62499;58553;85008
Liesle;718130;10785;8761;8911;7137
Lieusaint - Moissy;682153;4842725;4406661;2918963;5862953
Limeyrat;595553;0;0;542;1221
Lisière Pereire T13;733683;0;0;0;0
Longroy - Gamaches;313817;5408;3056;948;744
Longuyon;194274;62734;59800;38069;56106
Longwy;194001;497877;340492;329270;588051
Loos-en-Gohelle;345033;5685;5819;7080;18290
Louvres;276253;1860250;3739057;919807;2253078
Luc;734368;729;633;370;437
Luc-la-Primaube;615773;11661;7686;5253;6669
Lunel-Viel;773424;11407;10535;4838;5517
Lutterbach;182667;57921;44604;39886;49250
Luxeuil-les-Bains;185595;24557;19894;19999;19251
Lyon Gorge de Loup;721175;853686;695961;570494;872740
Machilly;745588;62611;46415;28442;22807
Magnac - Vicq;592279;14975;11895;13287;13498
Mantes Station;381590;1102053;913016;469967;883928
Marans;485060;378;310;376;843
Marcheprime;582445;545902;414755;343769;468696
Mareuil-sur-Ourcq;116665;107604;82946;62353;114428
Marienthal;213603;62889;51480;41225;64140
Marigny;485334;11010;9732;8587;7067
Marle sur Serre;296095;66223;48857;44179;51637
Marles-en-Brie;116228;347570;336427;171958;421062
Maroeuil;342188;4074;5573;9351;14208
Marolles-en-Hurepoix;545186;1190599;1357659;650678;1441406
Maromme;411249;82186;69644;68052;99415
Marquette;287169;25;10;140;42
Martres-Tolosane;611087;37121;31815;24473;26839
Massy Europe;725465;0;0;0;0
Matzenheim;214130;43200;36149;32291;35607
Mauzé-sur-le-Mignon;485250;112170;78150;68328;77183
Mende;783605;38094;28964;23418;26910
Mennetou-sur-Cher;576728;1257;1956;1931;2136
Mer;574194;367917;247199;176433;285636
Mérenvielle;611814;49538;42836;41922;51200
Méricourt - Ribemont;313064;48927;42876;35184;39174
Mertzwiller;213207;141651;104311;86344;104121
Méru;313668;1133922;901149;731637;1086110
Merxheim;182725;60453;50090;41381;56389
Metz;192039;12032158;8637240;6792936;11014880
Meudon;393108;917576;842580;510325;1111888
Meulan - Hardricourt;381830;734198;608161;279314;544247
Meymac;594275;26518;18401;15341;21029
Mignaloux - Nouaillé;575704;2275;2049;1869;2661
Millas;784546;5503;3392;1195;286
Millau;783001;38166;30413;30177;40223
Miniac-Morvan;478131;1106;262;17;436
Mionnay;723726;89594;63995;54101;98182
Miramas;753004;853744;688980;529726;835079
Miraumont;342030;16114;16002;12158;20130
Mirecourt;144212;114492;110618;118355;149712
Miribel;723528;317429;230928;203741;321939
Montaigu;481465;483233;343495;270678;400794
Montastruc-la-Conseillère;615369;230306;191771;164003;175940
Montaut Bétharram;672113;244;284;157;439
Montbré;171256;0;0;1355;2655
Montchanin;694307;179809;107684;68536;78852
Mont-Dore;641472;8236;7540;5245;7204
Montélimar;764001;1123365;929367;689825;1116822
Montfort-l'Amaury - Méré;393892;530991;386637;214672;644638
Montivilliers;413724;17601;17515;14499;22450
Montlouis-sur-Loire;571273;36020;19529;14161;20874
Montluçon Rimard;323675;12871;10199;7320;7283
Montoir-de-Bretagne;481713;35114;27253;22570;37489
Montreuil-sur-Thérain;316406;3687;3603;4384;5769
Monts;575035;266755;165647;98471;160341
Mormant;116087;376082;392896;257580;455346
Morteau;718619;211969;112465;154502;220187
Mouchard;718833;180991;138462;104067;110631
Mourmelon-le-Petit;174409;87074;58985;54197;79829
Moustéru;473512;996;975;1277;1525
Mouy - Bury;313577;236933;194827;167475;222346
Munchhausen;212449;2653;2949;2518;4481
Musée d'Orsay;547307;3914727;3232109;2070490;4739380
Najac;613463;15086;10298;7299;10999
Nancy;141002;12606386;9700410;7818924;12270397
Nanteuil-le-Haudouin;271577;557886;486182;308167;545647
Nérondes;576454;32042;22127;17334;20245
Nerpuy;575167;6375;4861;3618;8067
Neufchâteau;141291;70213;57545;47657;73661
Neuilly - Porte Maillot;381020;3875725;2059764;2230261;4692161
Neussargues;645507;32038;29274;19089;23995
Neuville Université;334482;3268443;2006515;1439226;2858861
Nice Pont Michel;590299;33234;29023;13946;26770
Nice Saint-Augustin;756254;2130473;1348624;1007357;2085292
Nieul;592410;3572;1964;1496;2413
Niort;485300;1650493;1345097;1006688;1541637
Nissan;781179;0;0;0;0
Nogent-le-Rotrou;394296;722522;559615;437760;555357
Noirétable;734509;4847;4110;2830;3782
Noizay;574368;5685;3678;2881;2951
Nort-sur-Erdre;481598;422077;287409;248401;434422
Notre-Dame-d'Oé;574699;1709;789;929;2473
Novéant-sur-Moselle;192427;166956;152276;123981;157849
Noyal - Acigné;471540;246195;158526;141669;216068
Nozières - Brignon;775353;20804;17501;10869;12945
Objat;594630;17133;10089;5336;7364
Ollioules - Sanary-sur-Mer;755231;498888;393443;305738;449442
Olonne-sur-Mer;486431;14196;10075;6788;8921
Onville;192435;10059;6746;4173;5287
Orchamps;718361;64574;56700;47320;44978
Orchies;286583;1250240;979975;899977;1255646
Orthez;672253;324336;256762;169870;223299
Ossun;671313;151;149;53;198
Ouges;712604;8945;4629;7286;14461
Pamproux;485524;11402;8912;5611;9903
Paray-le-Monial;694687;283499;234395;195478;188739
Parent - Coudes - Champeix;734194;58237;50538;47895;63985
Pargny-sur-Saulx;174334;0;0;0;0
Parsac - Gouzon;597724;349;295;241;343
Pauillac;581256;86882;65836;48177;86219
Peillon Sainte-Thècle;756783;11074;4871;6534;11103
Pertuis;751362;18773;5900;5067;9661
Pessac Alouette;581793;456763;305737;231636;379203
Petit Jouy - Les Loges;393504;151872;67702;66070;184199
Petit Vaux;393652;315634;202745;138206;382123
Picquigny;313106;79125;68856;58943;67126
Pierre-Bénite;722231;47996;36603;26703;45505
Pierrelaye;276097;1263736;1302897;853385;1309897
Pierreville;141556;0;268;181;0
Pihen-lès-Guînes;316679;212;102;429;1316
Planès;784785;705;542;310;388
Plestan;473090;7989;5521;5232;7316
Pleudihen-sur-Rance;478149;2341;1408;1007;835
Podensac;582734;90710;82552;71428;89635
Poix-de-Picardie;313395;160818;118056;90021;126083
Pomas;615146;1169;853;642;882
Pont de la Deûle;345207;24168;17475;13177;19152
Pont de Sallaumines;345124;3238;3785;2675;12206
Pontchaillou;471391;425625;330103;259350;356366
Pontcharra - Saint-Forgeux;721464;20373;16633;10191;14848
Pontcharra sur Bréda;747493;703500;565612;490716;728854
Pont-Hébert;447185;0;0;0;1
Pontivy;476556;26397;11510;9138;18828
Pontorson - Mont-Saint-Michel;478263;39834;27474;17813;16749
Pont-sur-Yonne;683136;151265;110195;91022;135757
Port-de-Piles;575076;48602;31636;23238;34532
Porté-Puymorens;611509;4433;2669;1856;2901
Pougny - Chancy;745380;3911;4053;4243;6067
Pougues-les-Eaux;696211;14877;12459;9332;13517
Pouru-Saint-Rémy;172338;715;931;682;1844
Preignac;582767;6832;8732;5641;5669
Presles Courcelles;276501;297133;286464;141462;334990
Pringy;746206;44336;25998;17871;25219
Prissé-la-Charrière;485359;7587;5919;5407;6980
Quédillac;473058;29225;17720;16478;15811
Rai - Aube;444620;9;0;0;5
Ranspach;182402;18596;18831;18331;18981
Razac-sur-l'Isle;595223;9118;4100;3803;5446
Réaumont - Saint-Cassien;747279;178744;142080;112982;165107
Recquignies;295022;1964;967;2692;7083
Reignier;746511;140539;94568;54124;42475
Retournac;734749;51748;39861;31151;49984
Riedseltz;213462;8528;7785;6820;12349
Rives;747246;414175;345240;289043;437898
Rixheim;182071;215664;172943;157881;251408
Rœux;342089;23951;17040;14871;21031
Ronchamp;185314;51748;41293;36900;41658
Rosheim;214320;258572;220196;184199;279309
Rosières-aux-Salines;141127;297131;249698;245210;258904
Rosult;286567;64374;53234;45264;68125
Roubaix;286732;172488;143957;138506;276590
Ruelle-sur-Touvre;583203;2;0;480;956
Rungis La Fraternelle;546291;637935;381602;325738;772844
Saillat - Chassenon;592717;5272;3461;2102;4624
Sains-du-Nord;295709;45970;35654;34475;53761
Saint-Amand-Montrond - Orval;576322;59281;49900;44514;57623
Saint-Amarin;182600;56906;47636;42380;51487
Saint-André-de-Corcy;723734;315291;226864;184403;322924
Saint-Antoine-de-Breuilh;584201;7402;5358;2807;3149
Saint-Antoine-du-Rocher;571539;29705;20637;13290;14268
Saint-Avre - La Chambre;741306;75854;55781;49465;69710
Saint-Brice-sur-Vienne;592691;823;883;613;248
Saint-Césaire;775072;21475;15465;11084;16278
Saint-Chéron;545509;534294;520635;303049;646845
Saint-Dalmas de Tende;756866;6077;2073;3695;5949
Saint-Denis;271015;26902902;23803027;16128368;32141497
Saint-Denis-de-Pile;584508;32692;29527;24752;36759
Saint-Denis-des-Murs;592097;3137;2592;2656;3829
Saint-Denis-lès-Martel;594572;21617;16202;10024;13427
Saint-Dié-des-Vosges;144014;548240;383847;287773;422265
Sainte-Colombe;715151;26958;18711;15185;12094
Sainte-Eulalie - Carbon-Blanc;491282;46371;36492;23631;32005
Sainte-Gauburge;444604;1463;1412;1062;3656
Sainte-Léocadie;784850;347;79;89;92
Sainte-Marthe en Provence;751842;50515;33772;17900;28648
Sainte-Maure - Noyant;575050;237900;145489;96969;150390
Saint-Étienne Carnot;726901;150786;116908;91813;173576
Saint-Étienne Le Clapier;726174;56068;41645;29378;52487
Saint-Étienne-du-Rouvray;411215;30672;20282;18352;33652
Saint-Florentin - Vergigny;683318;93329;62189;45126;75902
Saint-Flour - Chaudes-Aigues;783175;24527;20499;16395;20316
Saint-Germain-les-Belles;592287;15148;11172;9856;12422
Saint-Gervais-les-Bains Le Fayet;746479;498754;391227;349141;445024
Saint-Gilles Lycée Haut-Rhin;181552;87369;63302;63288;58513
Saint-Hilaire - Brizambourg;491324;1160;555;201;376
Saint-Jean-de-Verges;611624;8541;3547;1526;2791
Saint-Jodard;726851;11242;9601;8953;12481
Saint-Just-en-Chaussée;313270;624259;545439;509392;652165
Saint-Laurent-en-Grandvaux;715417;24545;17898;14777;15068
Saint-Mammès;682294;303399;322236;205853;367310
Saint-Martory;611103;8440;6717;3550;1634
Saint-Mathurin-sur-Loire;487892;75451;55028;64069;109370
Saint-Médard-sur-Ille;478024;47117;35674;32013;38691
Saint-Michel-sur-Meurthe;144683;2472;2005;2379;2892
Saint-Ouen-l'Aumône;276105;1826988;1588019;815623;1981424
Saint-Ouen-l'Aumône Quartier de l'Église;381426;611246;586174;278841;589690
Saint-Paul-de-Varax;723783;82581;73321;63346;79363
Saint-Piat;394148;241006;187392;155321;218311
